reviewAction,inducteeId,inducteeName,classYear,organizationName,confidence,evidenceCount,sourcePageUrls,publicUse
organization-context-review,khalid-samad-2016-2016,Khalid Samad – 2016,2016,Cleveland State University,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/khalid-samad/|https://clevelandinternationalhalloffame.com/khalid-samad-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,Bedford Medical Center,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,Father of Community,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,Federation of India Community Association,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,India Community Center,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,India India Community Center,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,India Nehru School,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,India Vidyawadi School,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,Indian Physicians Association,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,Primary Health Center,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,mohan-bafna-2016,Mohan Bafna,2016,USA Health and Happiness Foundation,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/|https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,candidate-only
organization-context-review,rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,Coptic Orthodox Community,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/rev-mikhail-mikhail/|https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,candidate-only
organization-context-review,rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,Journey With the Church,0.48,2,https://clevelandinternationalhalloffame.com/induction-event-info/rev-mikhail-mikhail/|https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,candidate-only
organization-context-review,ramesh-shah-2020,Ramesh Shah,2020,Federation of India Community,0.48,2,https://clevelandinternationalhalloffame.com/inductees/ramesh-shah/|https://clevelandinternationalhalloffame.com/ramesh-shah/,candidate-only
organization-context-review,le-nguyen-2026,Le Nguyen,2026,Indiana Vocational Technical College,0.48,2,https://clevelandinternationalhalloffame.com/le-nguyen-class-of-2026-vietnames-heritage-cleveland-international-hall-of-fame/|https://clevelandinternationalhalloffame.com/le-nguyen/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,Board Member of the Cleveland Council,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,Cleveland State University,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,Emeritus Board Member of the Cleveland Museum,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,International Services Center,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,Musical Arts Association of the Cleveland Orchestra,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,National Ethnic Coalition Organization,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,alex-machaskee-2010,Alex Machaskee,2010,World Trade Center,0.48,1,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,candidate-only
organization-context-review,august-pust-2010,August Pust,2010,Board of Trustees of the Council,0.48,1,https://clevelandinternationalhalloffame.com/august-pust-2010/,candidate-only
organization-context-review,august-pust-2010,August Pust,2010,Boards of Slovenian American Heritage Foundation,0.48,1,https://clevelandinternationalhalloffame.com/august-pust-2010/,candidate-only
organization-context-review,august-pust-2010,August Pust,2010,Greater Cleveland Ethnographic Museum,0.48,1,https://clevelandinternationalhalloffame.com/august-pust-2010/,candidate-only
organization-context-review,august-pust-2010,August Pust,2010,International Services Center,0.48,1,https://clevelandinternationalhalloffame.com/august-pust-2010/,candidate-only
organization-context-review,august-pust-2010,August Pust,2010,United Nations Association,0.48,1,https://clevelandinternationalhalloffame.com/august-pust-2010/,candidate-only
organization-context-review,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Cleveland Mayor Advisory Committee,0.48,1,https://clevelandinternationalhalloffame.com/dr-dieu-thuc-do-2010/,candidate-only
organization-context-review,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,President of the Vietnamese Community,0.48,1,https://clevelandinternationalhalloffame.com/dr-dieu-thuc-do-2010/,candidate-only
organization-context-review,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Rach Gia City Council,0.48,1,https://clevelandinternationalhalloffame.com/dr-dieu-thuc-do-2010/,candidate-only
organization-context-review,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,The Vietnamese Catholic Community,0.48,1,https://clevelandinternationalhalloffame.com/dr-dieu-thuc-do-2010/,candidate-only
organization-context-review,helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,Ave Maria Senior Citizens Club,0.48,1,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,candidate-only
organization-context-review,helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,Baptist Ministers Association,0.48,1,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,candidate-only
organization-context-review,helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,Cleveland City Council,0.48,1,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,candidate-only
organization-context-review,helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,Democratic National Committee,0.48,1,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,candidate-only
organization-context-review,irene-morrow-2010,Irene Morrow,2010,Executive Secretary of the Association,0.48,1,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,candidate-only
organization-context-review,irene-morrow-2010,Irene Morrow,2010,Republican Executive Committee,0.48,1,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,candidate-only
organization-context-review,irene-morrow-2010,Irene Morrow,2010,United Hungarian Societies and the Vietnamese Community,0.48,1,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,American Chemical Society,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Case Western Reserve University,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Chair of the Analytical Division of the American Chemical Society,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Cleveland Clinic Foundation,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Cleveland State University,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Fellow of the American Association,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Great Lakes Science Center,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Martha Holden Jennings Foundation,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Maxine Levin College,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Musical Arts Assoc of the Cleveland Orchestra,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,President of the Society,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Stan Hywet Foundation,0.48,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,candidate-only
organization-context-review,leo-weidenthal-2010,Leo Weidenthal,2010,Cleveland City Council,0.48,1,https://clevelandinternationalhalloffame.com/leo-weidenthal-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,At the East Side Club,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Cleveland State University,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Irish Famine Memorial Committee,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Irish-American Archives Society,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Kent State University,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Padraic Pearse Center,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Public Relations Secretary for the Irish-American Club,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,lonnie-mccauley-2010,Lonnie McCauley,2010,Western Reserve Historical Society,0.48,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Cleveland State University,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Cuyahoga Community College Foundation,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Immigration Law Committee,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,National Asian Pacific American Bar Association,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Northeast Ohio Council,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Northeastern Chapter of the Federal Bar Association,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Notre Dame College,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Ohio State Bar Foundation,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,Ohio State Bar Foundation and Federal Bar Association,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,margaret-w-wong-2010,Margaret W. Wong,2010,The Diversity Center,0.48,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,Asian Advisory Council,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,Case Western Reserve University,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,Community Leader of the Asian Indian Community,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,Federation of India Community,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,National Federation of Indian-American Association,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,Pastor of Morning Star Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,President of American Society,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paramjit-singh-2010,Paramjit Singh,2010,The Cleveland Council,0.48,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,candidate-only
organization-context-review,paul-sciria-2010,Paul Sciria,2010,Northern Ohio Italian American Foundation,0.48,1,https://clevelandinternationalhalloffame.com/paul-sciria-2010/,candidate-only
organization-context-review,paul-sciria-2010,Paul Sciria,2010,The Ohio State University,0.48,1,https://clevelandinternationalhalloffame.com/paul-sciria-2010/,candidate-only
organization-context-review,robert-j-haas-2010,Robert J. Haas,2010,John Carroll University,0.48,1,https://clevelandinternationalhalloffame.com/robert-j-haas-2010/,candidate-only
organization-context-review,senator-george-voinovich-2010,Senator George Voinovich,2010,North Atlantic Treaty Organization,0.48,1,https://clevelandinternationalhalloffame.com/senator-george-voinovich-2010/,candidate-only
organization-context-review,senator-george-voinovich-2010,Senator George Voinovich,2010,Senate Foreign Relations Committee,0.48,1,https://clevelandinternationalhalloffame.com/senator-george-voinovich-2010/,candidate-only
organization-context-review,senator-george-voinovich-2010,Senator George Voinovich,2010,Visa Waiver Program,0.48,1,https://clevelandinternationalhalloffame.com/senator-george-voinovich-2010/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,Cleveland Jewish Community,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,International Council of the American Jewish Joint Distribution Committee,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,Long Island University,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,Michigan State University,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,Michigan State University Land Policy Institute,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,Rock and Roll Hall of Fame and Foundation,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,albert-b-ratner-2011,Albert B. Ratner,2011,Tower City Center,0.48,1,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,candidate-only
organization-context-review,gerald-m-quinn-2011,Gerald M. Quinn,2011,Best Ethnic Program,0.48,1,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,candidate-only
organization-context-review,gerald-m-quinn-2011,Gerald M. Quinn,2011,Irish American Club,0.48,1,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,candidate-only
organization-context-review,giahoa-ryan-2011,Giahoa Ryan,2011,Cleveland City Council,0.48,1,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,candidate-only
organization-context-review,giahoa-ryan-2011,Giahoa Ryan,2011,Executive Director of the Friendship Foundation,0.48,1,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,Case Western Reserve University,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,Cleveland Playhouse Square Foundation Zonta International CCC Cultural Heritage Committee,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,Cleveland Refugee Resettlement Committee,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,International Services Center,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,Nationalities Services Center,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,Ohio Arts Council,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,lucretia-stoica-2011,Lucretia Stoica,2011,Ohio Refugee Advisory Council,0.48,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,candidate-only
organization-context-review,luis-martinez-2011,Luis Martinez,2011,Cleveland Municipal School,0.48,1,https://clevelandinternationalhalloffame.com/luis-martinez-2011/,candidate-only
organization-context-review,luis-martinez-2011,Luis Martinez,2011,Dept. of Community,0.48,1,https://clevelandinternationalhalloffame.com/luis-martinez-2011/,candidate-only
organization-context-review,luis-martinez-2011,Luis Martinez,2011,Lorain Admiral King High School,0.48,1,https://clevelandinternationalhalloffame.com/luis-martinez-2011/,candidate-only
organization-context-review,luis-martinez-2011,Luis Martinez,2011,Recruitment and Training Program,0.48,1,https://clevelandinternationalhalloffame.com/luis-martinez-2011/,candidate-only
organization-context-review,luis-martinez-2011,Luis Martinez,2011,Student Development for the Northside Urban Pathways Charter School,0.48,1,https://clevelandinternationalhalloffame.com/luis-martinez-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,American Jewish Committee,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Black Professional Association,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Chairman of the Morehouse College,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Ebenezer Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Inter-denominational Theological Center,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Jr.-University Hospitals Health Center,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Mount Olive Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Mount Zion Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Olivet Institutional Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Providence Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,Remember the Children Foundation,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,The Cleveland Jewish Committee,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,The Cleveland Museum of Art and the Cleveland Foundation,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
organization-context-review,reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,University Hospitals Health System and Olivet Institutional Baptist Church,0.48,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,candidate-only
