reviewAction,inducteeId,inducteeName,classYear,youtubeVideoId,sourceUrl,assignment,confidence,alreadyInMediaManifest,rightsStatus,sourcePageUrl
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,lF42eHsGdFc,https://www.youtube.com/watch?v=lF42eHsGdFc,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,_JXBIYSnWB0,https://www.youtube.com/watch?v=_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,YDThFb2kPdA,https://www.youtube.com/watch?v=YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,zWJEroGvQUg,https://www.youtube.com/watch?v=zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,EfAP31kBlsM,https://www.youtube.com/watch?v=EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,XrKxMkfQALI,https://www.youtube.com/watch?v=XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,ovFsNwqqQNc,https://www.youtube.com/watch?v=ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,36YHkoqo-Fk,https://www.youtube.com/watch?v=36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,EZ92Q341gm4,https://www.youtube.com/watch?v=EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,MzvxeSsag0w,https://www.youtube.com/watch?v=MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,Ssb2SQ6HPoo,https://www.youtube.com/watch?v=Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,vwTIgQpdBEo,https://www.youtube.com/watch?v=vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,w2Xq5luKGCU,https://www.youtube.com/watch?v=w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,lHHN_zd8O8k,https://www.youtube.com/watch?v=lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,_ifygk1bw5Q,https://www.youtube.com/watch?v=_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,eCOSePkWnFY,https://www.youtube.com/watch?v=eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,b3EUjRTsbQI,https://www.youtube.com/watch?v=b3EUjRTsbQI,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2012/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,a0gi3EmNU00,https://www.youtube.com/watch?v=a0gi3EmNU00,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2012/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,alex-machaskee-2010,Alex Machaskee,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,I133bhcNqgo,https://www.youtube.com/watch?v=I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,P34omi5XUiY,https://www.youtube.com/watch?v=P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,Ssb2SQ6HPoo,https://www.youtube.com/watch?v=Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,vwTIgQpdBEo,https://www.youtube.com/watch?v=vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,w2Xq5luKGCU,https://www.youtube.com/watch?v=w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,lHHN_zd8O8k,https://www.youtube.com/watch?v=lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,_ifygk1bw5Q,https://www.youtube.com/watch?v=_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,eCOSePkWnFY,https://www.youtube.com/watch?v=eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,NcCM_1SAQek,https://www.youtube.com/watch?v=NcCM_1SAQek,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2017/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,wBzBVH4kBkg,https://www.youtube.com/watch?v=wBzBVH4kBkg,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2017/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,14YLHrGlU-4,https://www.youtube.com/watch?v=14YLHrGlU-4,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2017/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,IblVlQoTrtc,https://www.youtube.com/watch?v=IblVlQoTrtc,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2017/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,august-pust-2010,August Pust,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,I133bhcNqgo,https://www.youtube.com/watch?v=I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,P34omi5XUiY,https://www.youtube.com/watch?v=P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Ssb2SQ6HPoo,https://www.youtube.com/watch?v=Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,vwTIgQpdBEo,https://www.youtube.com/watch?v=vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,w2Xq5luKGCU,https://www.youtube.com/watch?v=w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,lHHN_zd8O8k,https://www.youtube.com/watch?v=lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,_ifygk1bw5Q,https://www.youtube.com/watch?v=_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,eCOSePkWnFY,https://www.youtube.com/watch?v=eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,I133bhcNqgo,https://www.youtube.com/watch?v=I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,P34omi5XUiY,https://www.youtube.com/watch?v=P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,Ssb2SQ6HPoo,https://www.youtube.com/watch?v=Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,vwTIgQpdBEo,https://www.youtube.com/watch?v=vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,w2Xq5luKGCU,https://www.youtube.com/watch?v=w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,lHHN_zd8O8k,https://www.youtube.com/watch?v=lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,_ifygk1bw5Q,https://www.youtube.com/watch?v=_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,eCOSePkWnFY,https://www.youtube.com/watch?v=eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,irene-morrow-2010,Irene Morrow,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,I133bhcNqgo,https://www.youtube.com/watch?v=I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,P34omi5XUiY,https://www.youtube.com/watch?v=P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,Ssb2SQ6HPoo,https://www.youtube.com/watch?v=Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,vwTIgQpdBEo,https://www.youtube.com/watch?v=vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,w2Xq5luKGCU,https://www.youtube.com/watch?v=w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,lHHN_zd8O8k,https://www.youtube.com/watch?v=lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,_ifygk1bw5Q,https://www.youtube.com/watch?v=_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,eCOSePkWnFY,https://www.youtube.com/watch?v=eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,leo-weidenthal-2010,Leo Weidenthal,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,I133bhcNqgo,https://www.youtube.com/watch?v=I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,P34omi5XUiY,https://www.youtube.com/watch?v=P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,Ssb2SQ6HPoo,https://www.youtube.com/watch?v=Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,vwTIgQpdBEo,https://www.youtube.com/watch?v=vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,w2Xq5luKGCU,https://www.youtube.com/watch?v=w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,lHHN_zd8O8k,https://www.youtube.com/watch?v=lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,_ifygk1bw5Q,https://www.youtube.com/watch?v=_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,eCOSePkWnFY,https://www.youtube.com/watch?v=eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,Do7atH9353s,https://www.youtube.com/watch?v=Do7atH9353s,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,lonnie-mccauley-2010,Lonnie McCauley,2010,jE7WSnYhKN0,https://www.youtube.com/watch?v=jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/induction-class-2010/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,I133bhcNqgo,https://www.youtube.com/watch?v=I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,P34omi5XUiY,https://www.youtube.com/watch?v=P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2024-details/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,_JXBIYSnWB0,https://www.youtube.com/watch?v=_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,YDThFb2kPdA,https://www.youtube.com/watch?v=YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,zWJEroGvQUg,https://www.youtube.com/watch?v=zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,EfAP31kBlsM,https://www.youtube.com/watch?v=EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,XrKxMkfQALI,https://www.youtube.com/watch?v=XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,ovFsNwqqQNc,https://www.youtube.com/watch?v=ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,36YHkoqo-Fk,https://www.youtube.com/watch?v=36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,EZ92Q341gm4,https://www.youtube.com/watch?v=EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
review-video-context-before-assignment,margaret-w-wong-2010,Margaret W. Wong,2010,MzvxeSsag0w,https://www.youtube.com/watch?v=MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,needs-rights-caption-transcript-review,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/
