inducteeId,inducteeName,classYear,sourceTitle,sourceUrl,matchType,confidence,currentProfileUrl
carolyn-balogh-2016-2016,Carolyn Balogh – 2016,2016,Carolyn Balogh,https://clevelandinternationalhalloffame.com/induction-event-info/carolyn-balogh/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/carolyn-balogh-2016/
catherine-jorgensen-mccutcheon-2026,Catherine Jorgensen McCutcheon,2026,Catherine Jorgensen McCutcheon – Class of 2026,https://clevelandinternationalhalloffame.com/catherine-jorgensen-mccutcheon/,profile-url,1,https://clevelandinternationalhalloffame.com/catherine-jorgensen-mccutcheon/
david-gilbert-2025,David Gilbert,2025,David Gilbert,https://clevelandinternationalhalloffame.com/david-gilbert/,profile-url,1,https://clevelandinternationalhalloffame.com/david-gilbert/
dick-pogue-2015,Dick Pogue,2015,Richard Pogue – 2015,https://clevelandinternationalhalloffame.com/richard-pogue-2015/,profile-url,1,https://clevelandinternationalhalloffame.com/richard-pogue-2015/
dick-russ-2015,Dick Russ,2015,Dick Russ – 2015,https://clevelandinternationalhalloffame.com/dick-russ-2015/,profile-url,1,https://clevelandinternationalhalloffame.com/dick-russ-2015/
dona-brady-2024,Dona Brady,2024,Dona Brady,https://clevelandinternationalhalloffame.com/inductees/dona-brady/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees/dona-brady/
donna-hom-2014,Donna Hom,2014,Donna Hom – 2014,https://clevelandinternationalhalloffame.com/donna-hom-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/donna-hom-2014/
dr-dieu-thuc-do-2010,Dr. Dieu Thuc Do,2010,Dr. Dieu Thuc Do – 2010,https://clevelandinternationalhalloffame.com/dr-dieu-thuc-do-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/dr-dieu-thuc-do-2010/
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,Dr. Eugene Jordan,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees/dr-eugene-jordan/
dr-jaya-shah-2012,Dr. Jaya Shah,2012,Dr. Jaya Shah – 2012,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/dr-jaya-shah-2012/
dr-maria-pujana-2013,Dr. Maria Pujana,2013,Maria Pujana – 2013,https://clevelandinternationalhalloffame.com/maria-pujana-2013/,profile-url,1,https://clevelandinternationalhalloffame.com/maria-pujana-2013/
erika-puussaar-2024,Erika Puussaar,2024,Erika Puussaar,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees/erika-puussaar/
ernie-mihaly-2014,Ernie Mihaly,2014,Ernie Mihaly – 2014,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/ernie-mihaly-2014/
eugene-bak-2014,Eugene Bak,2014,Eugene Bak – 2014,https://clevelandinternationalhalloffame.com/eugene-bak-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/eugene-bak-2014/
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,Eugenia Stolarczyk – 2016,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,profile-url,1,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,Eugenia Stolarczyk,https://clevelandinternationalhalloffame.com/induction-event-info/eugenia-stolarczyk/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/
fr-jim-o-donnell-2012,Fr. Jim O’Donnell,2012,Fr. Jim O’Donnell – 2012,https://clevelandinternationalhalloffame.com/fr-jim-odonnell-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/fr-jim-odonnell-2012/
georgine-welo-2023,Georgine Welo,2023,Georgine Welo,https://clevelandinternationalhalloffame.com/georgine-welo/,profile-url,1,https://clevelandinternationalhalloffame.com/georgine-welo/
gerald-m-quinn-2011,Gerald M. Quinn,2011,Gerald M. Quinn – 2011,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/gerald-m-quinn-2011/
giahoa-ryan-2011,Giahoa Ryan,2011,Giahoa Ryan – 2011,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/giahoa-ryan-2011/
helen-karpinski-1899-2002-2010,Helen Karpinski (1899 – 2002),2010,Helen Karpinski – 2010,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/helen-karpinski-2010/
hon-mary-rose-oakar-2012,Hon. Mary Rose Oakar,2012,Rep. Mary Rose Oakar – 2012,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/rep-mary-rose-oakar-2012/
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,Honorable José A. Villanueva – 2015,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,profile-url,1,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/
ingrida-bublys-2019,Ingrida Bublys,2019,Ingrida Bublys,https://clevelandinternationalhalloffame.com/ingrida-bublys/,profile-url,1,https://clevelandinternationalhalloffame.com/ingrida-bublys/
irene-morrow-2010,Irene Morrow,2010,Irene Morrow – 2010,https://clevelandinternationalhalloffame.com/irene-morrow-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/irene-morrow-2010/
jack-coyne-2013,Jack Coyne,2013,John “Jack” Coyne – 2013,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013/,profile-url,1,https://clevelandinternationalhalloffame.com/john-jack-coyne-2013
jack-kahl-2016,Jack Kahl,2016,Jack Kahl – 2016,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,profile-url,1,https://clevelandinternationalhalloffame.com/jack-kahl-2016/
jack-kahl-2016,Jack Kahl,2016,Jack Kahl,https://clevelandinternationalhalloffame.com/induction-event-info/jack-kahl/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/jack-kahl-2016/
jeanette-grasselli-brown-2010,Jeanette Grasselli Brown,2010,Jeanette Grasselli Brown – 2010,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/jeanette-grasselli-brown-2010/
jim-craciun-2017,Jim Craciun,2017,Jim Craciun,https://clevelandinternationalhalloffame.com/inductees-europe/jim-craciun/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/jim-craciun/
jim-foster-2014,Jim Foster,2014,Jim Foster – 2014,https://clevelandinternationalhalloffame.com/jim-foster-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/jim-foster-2014/
joe-valencic-2020,Joe Valencic,2020,Joe Valencic,https://clevelandinternationalhalloffame.com/joe-valencic/,profile-url,1,https://clevelandinternationalhalloffame.com/joe-valencic/
johnny-k-wu-2024,Johnny K. Wu,2024,Johnny K. Wu,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees/johnny-k-wu/
jose-c-feliciano-2012,José C. Feliciano,2012,José Feliciano – 2012,https://clevelandinternationalhalloffame.com/jose-feliciano-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/jose-feliciano-2012/
josef-holzer-2013,Josef Holzer,2013,Joseph Holzer – 2013,https://clevelandinternationalhalloffame.com/joseph-holzer-2013/,profile-url,1,https://clevelandinternationalhalloffame.com/joseph-holzer-2013/
joseph-p-meissner-2014,Joseph P Meissner,2014,Joseph P. Meissner – 2014,https://clevelandinternationalhalloffame.com/joseph-p-meissner-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/joseph-p-meissner-2014
joyce-mariani-2023,Joyce Mariani,2023,Joyce Mariani,https://clevelandinternationalhalloffame.com/joyce-mariani/,profile-url,1,https://clevelandinternationalhalloffame.com/joyce-mariani/
ken-kovach-2012,Ken Kovach,2012,Ken Kovach – 2012,https://clevelandinternationalhalloffame.com/ken-kovach-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/ken-kovach-2012/
khalid-samad-2016-2016,Khalid Samad – 2016,2016,Khalid Samad – 2016,https://clevelandinternationalhalloffame.com/khalid-samad-2016/,profile-url,1,https://clevelandinternationalhalloffame.com/khalid-samad-2016/
khalid-samad-2016-2016,Khalid Samad – 2016,2016,Khalid Samad,https://clevelandinternationalhalloffame.com/induction-event-info/khalid-samad/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/khalid-samad-2016/
le-nguyen-2026,Le Nguyen,2026,Le Nguyen – Class of 2026,https://clevelandinternationalhalloffame.com/le-nguyen-class-of-2026-vietnames-heritage-cleveland-international-hall-of-fame/,profile-url,1,https://clevelandinternationalhalloffame.com/le-nguyen-class-of-2026-vietnames-heritage-cleveland-international-hall-of-fame/
le-nguyen-2026,Le Nguyen,2026,Le Nguyen – Class of 2026,https://clevelandinternationalhalloffame.com/le-nguyen/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/le-nguyen-class-of-2026-vietnames-heritage-cleveland-international-hall-of-fame/
leo-weidenthal-2010,Leo Weidenthal,2010,Leo Weidenthal – 2010,https://clevelandinternationalhalloffame.com/leo-weidenthal-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/leo-weidenthal-2010/
lonnie-mccauley-2010,Lonnie McCauley,2010,Lonnie McCauley – 2010,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/lonnie-mccauley-2010/
lucretia-stoica-2011,Lucretia Stoica,2011,Lucretia Stoica – 2011,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/lucretia-stoica-2011/
lucy-torres-2026,Lucy Torres,2026,Lucy Torres – Class of 2026,https://clevelandinternationalhalloffame.com/lucy-torres/,profile-url,1,https://clevelandinternationalhalloffame.com/lucy-torres/
luis-martinez-2011,Luis Martinez,2011,Luis Martinez – 2011,https://clevelandinternationalhalloffame.com/luis-martinez-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/luis-martinez-2011/
margaret-callander-2014,Margaret Callander,2014,Margaret Callander – 2014,https://clevelandinternationalhalloffame.com/margaret-callander-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/margaret-callander-2014
margaret-lynch-2020,Margaret Lynch,2020,Margaret Lynch,https://clevelandinternationalhalloffame.com/margaret-lynch/,profile-url,1,https://clevelandinternationalhalloffame.com/margaret-lynch/
margaret-w-wong-2010,Margaret W. Wong,2010,Margaret W. Wong – 2010,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/margaret-w-wong-2010/
marilyn-madigan-2019,Marilyn Madigan,2019,Marilyn Madigan,https://clevelandinternationalhalloffame.com/marilyn-madigan/,profile-url,1,https://clevelandinternationalhalloffame.com/marilyn-madigan/
,,2026,Mary Anne DeGrandis Baucco,https://clevelandinternationalhalloffame.com/mary-anne-degrandis-baucco/,unresolved,0,
may-chen-2020,May Chen,2020,May Chen,https://clevelandinternationalhalloffame.com/may-chen/,profile-url,1,https://clevelandinternationalhalloffame.com/may-chen/
mayor-frank-jackson-2025,Mayor Frank Jackson,2025,Mayor Frank Jackson,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/,profile-url,1,https://clevelandinternationalhalloffame.com/mayor-frank-jackson/
michael-d-polensek-2023,Michael D. Polensek,2023,Michael D. Polensek,https://clevelandinternationalhalloffame.com/michael-d-polensek/,profile-url,1,https://clevelandinternationalhalloffame.com/michael-d-polensek/
milton-maltz-2012,Milton Maltz,2012,Milton Maltz – 2012,https://clevelandinternationalhalloffame.com/milton-maltz-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/milton-maltz-2012/
mohan-bafna-2016,Mohan Bafna,2016,Mohan Bafna 2016,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,profile-url,1,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/
mohan-bafna-2016,Mohan Bafna,2016,Dr. Mohan Bafna,https://clevelandinternationalhalloffame.com/induction-event-info/dr-mohan-bafna/,loose-name,0.78,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/
mona-alag-2017,Mona Alag,2017,Mona Alag,https://clevelandinternationalhalloffame.com/inductees/mona-alag/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/mona-alag/
monte-ahuja-2014,Monte Ahuja,2014,Monte Ahuja – 2014,https://clevelandinternationalhalloffame.com/monte-ahuja-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/monte-ahuja-2014/
nacy-panzica-2013,Nacy Panzica,2013,Nacy Panzica – 2013,https://clevelandinternationalhalloffame.com/nacy-panzica-2013/,profile-url,1,https://clevelandinternationalhalloffame.com/nacy-panzica-2013/
paramjit-singh-2010,Paramjit Singh,2010,Paramjit Singh – 2010,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/paramjit-singh-2010/
pat-dowd-2023,Pat Dowd,2023,Pat Dowd,https://clevelandinternationalhalloffame.com/pat-dowd/,profile-url,1,https://clevelandinternationalhalloffame.com/pat-dowd/
paul-burik-2019,Paul Burik,2019,Paul Burik,https://clevelandinternationalhalloffame.com/paul-burik/,profile-url,1,https://clevelandinternationalhalloffame.com/paul-burik/
paul-sciria-2010,Paul Sciria,2010,Paul Sciria – 2010,https://clevelandinternationalhalloffame.com/paul-sciria-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/paul-sciria-2010/
pierre-bejjani-2023,Pierre Bejjani,2023,Pierre Bejjani,https://clevelandinternationalhalloffame.com/pierre-bejjani/,profile-url,1,https://clevelandinternationalhalloffame.com/pierre-bejjani/
raj-aggarwal-2025,Raj Aggarwal,2025,Raj Aggarwal,https://clevelandinternationalhalloffame.com/raj-aggarwal/,profile-url,1,https://clevelandinternationalhalloffame.com/raj-aggarwal/
ralph-j-perk-2011,Ralph J. Perk,2011,Mayor Ralph Perk – 2011,https://clevelandinternationalhalloffame.com/mayor-ralph-perk-2011/,loose-name-class-compatible,0.86,https://clevelandinternationalhalloffame.com/ralph-perk-2011/mayor-ralph-perk-2011/
ralph-perk-jr-2018,Ralph Perk Jr.,2018,Ralph Perk Jr.,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/
ramesh-shah-2020,Ramesh Shah,2020,Ramesh Shah,https://clevelandinternationalhalloffame.com/ramesh-shah/,profile-url,1,https://clevelandinternationalhalloffame.com/ramesh-shah/
ramesh-shah-2020,Ramesh Shah,2020,Ramesh Shah,https://clevelandinternationalhalloffame.com/inductees/ramesh-shah/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/ramesh-shah/
ratanjit-s-sondhe-2013,Ratanjit S. Sondhe,2013,Ratanjit Sondhe – 2013,https://clevelandinternationalhalloffame.com/ratanjit-sondhe-2013/,profile-url,1,https://clevelandinternationalhalloffame.com/ratanjit-sondhe-2013
ray-pianka-2018,Ray Pianka,2018,Ray Pianka,https://clevelandinternationalhalloffame.com/inductees-europe/ray-pianka/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees-europe/ray-pianka/
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,Rev. Mikhail Mikhail,https://clevelandinternationalhalloffame.com/induction-event-info/rev-mikhail-mikhail/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/rev-mikhail-mikhail/
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,Reverend Mikhail Mikhail – 2016,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,loose-name-class-compatible,0.86,https://clevelandinternationalhalloffame.com/rev-mikhail-mikhail/
reverend-dr-otis-moss-jr-2011,"Reverend Dr. Otis Moss, Jr.",2011,"Reverend Dr. Otis Moss, Jr. – 2011",https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/reverend-dr-otis-moss-jr-2011/
richard-a-ganim-2015,Richard A. Ganim,2015,Richard Ganim – 2015,https://clevelandinternationalhalloffame.com/richard-ganim-2015/,profile-url,1,https://clevelandinternationalhalloffame.com/richard-ganim-2015/
richard-fleischman-2019,Richard Fleischman,2019,Richard Fleischman,https://clevelandinternationalhalloffame.com/richard-fleischman/,profile-url,1,https://clevelandinternationalhalloffame.com/richard-fleischman/
robert-j-haas-2010,Robert J. Haas,2010,Robert J. Haas – 2010,https://clevelandinternationalhalloffame.com/robert-j-haas-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/robert-j-haas-2010/
sam-kim-2017,Sam Kim,2017,Sam Kim,https://clevelandinternationalhalloffame.com/inductees-asia/sam-kim/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/sam-kim/
samuel-h-miller-2013,Samuel H. Miller,2013,Sam Miller – 2013,https://clevelandinternationalhalloffame.com/sam-miller-2013/,profile-url,1,https://clevelandinternationalhalloffame.com/sam-miller-2013/
senator-george-voinovich-2010,Senator George Voinovich,2010,Senator George Voinovich – 2010,https://clevelandinternationalhalloffame.com/senator-george-voinovich-2010/,profile-url,1,https://clevelandinternationalhalloffame.com/senator-george-voinovich-2010/
sheila-murphy-crawford-2018,Sheila Murphy Crawford,2018,Sheila Murphy Crawford,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/
shiv-k-aggarwal-2015,Shiv K. Aggarwal,2015,Shiv K. Aggarwal – 2015,https://clevelandinternationalhalloffame.com/shiv-k-aggarwal-2015/,profile-url,1,https://clevelandinternationalhalloffame.com/shiv-k-aggarwal-2015/
sister-alicia-alvarado-2018,Sister Alicia Alvarado,2018,Sister Alicia Alvarado,https://clevelandinternationalhalloffame.com/inductees-south-america/sister-alicia-alvarado/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees-south-america/sister-alicia-alvarado/
sree-sreenath-2019,Sree Sreenath,2019,Sree Sreenath,https://clevelandinternationalhalloffame.com/sree-sreenath/,profile-url,1,https://clevelandinternationalhalloffame.com/sree-sreenath/
steve-mulloy-2015,Steve Mulloy,2015,Steve Mulloy – 2015,https://clevelandinternationalhalloffame.com/steve-mulloy-2015/,profile-url,1,https://clevelandinternationalhalloffame.com/steve-mulloy-2015/
sudarshan-sathe-2023,Sudarshan Sathe,2023,Sudarshan Sathe,https://clevelandinternationalhalloffame.com/sudarshan-sathe/,profile-url,1,https://clevelandinternationalhalloffame.com/sudarshan-sathe/
svetlana-stolyarova-2025,Svetlana Stolyarova,2025,Svetlana Stolyarova,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/,profile-url,1,https://clevelandinternationalhalloffame.com/svetlana-stolyarova/
taras-szmagala-2022,Taras Szmagala,2022,Taras Szmagala,https://clevelandinternationalhalloffame.com/taras-szmagala/,profile-url,1,https://clevelandinternationalhalloffame.com/taras-szmagala/
thomas-j-scanlon-2014,Thomas J. Scanlon,2014,Thomas J. Scanlon – 2014,https://clevelandinternationalhalloffame.com/thomas-j-scanlon-2014/,profile-url,1,https://clevelandinternationalhalloffame.com/thomas-j-scanlon-2014/
tony-petkovsek-2011,Tony Petkovsek,2011,Tony Petkovsek – 2011,https://clevelandinternationalhalloffame.com/tony-petkovsek-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/tony-petkovsek-2011/
valarie-mccall-2020,Valarie McCall,2020,Valarie McCall,https://clevelandinternationalhalloffame.com/valarie-mccall/,profile-url,1,https://clevelandinternationalhalloffame.com/valarie-mccall/
veronica-dahlberg-2024,Veronica Dahlberg,2024,Veronica Dahlberg,https://clevelandinternationalhalloffame.com/inductees/veronica-dahlberg/,profile-url,1,https://clevelandinternationalhalloffame.com/inductees/veronica-dahlberg/
victor-ruiz-2022,Victor Ruiz,2022,Victor Ruiz,https://clevelandinternationalhalloffame.com/victor-ruiz/,profile-url,1,https://clevelandinternationalhalloffame.com/victor-ruiz/
vijaya-l-emani-2011,Vijaya L. Emani,2011,Vijaya L. Emani – 2011,https://clevelandinternationalhalloffame.com/vijaya-l-emani-2011/,profile-url,1,https://clevelandinternationalhalloffame.com/vijaya-l-emani-2011/
vladimir-rus-2012,Vladimir Rus,2012,Vladimir Rus – 2012,https://clevelandinternationalhalloffame.com/vladimir-rus-2012/,profile-url,1,https://clevelandinternationalhalloffame.com/vladimir-rus-2012/
wael-khoury-2017,Wael Khoury,2017,Wael Khoury,https://clevelandinternationalhalloffame.com/inductees-asia/wael-khoury/,harvest-manifest-profile-url,0.98,https://clevelandinternationalhalloffame.com/wael-khoury/
