inducteeId,inducteeName,classYear,suggestedTheme,wordCount,sourcePageUrl,excerpt,candidateUse
akram-boutros-2019,Akram Boutros,2019,community-service,81,https://clevelandinternationalhalloffame.com/akram-boutros/,"In the past five years, The MetroHealth System has also created more than 1,300 additional jobs, sent doctors...",staff-draft-only
akram-boutros-2019,Akram Boutros,2019,community-service,43,https://clevelandinternationalhalloffame.com/akram-boutros/,"An internist with a 25-year record of successful hospital leadership at academic medical centers, community hospitals and specialty...",staff-draft-only
akram-boutros-2019,Akram Boutros,2019,education,62,https://clevelandinternationalhalloffame.com/akram-boutros/,"A graduate of St. John’s University, SUNY Downstate Medical Center and Harvard Business School’s Advanced Management Program, he...",staff-draft-only
akram-boutros-2019,Akram Boutros,2019,life-work,50,https://clevelandinternationalhalloffame.com/akram-boutros/,"Click on the white arrow to watch the video as Master of Ceremonies Chris Tanaka, news anchor of...",staff-draft-only
albert-b-ratner-2011,Albert B. Ratner,2011,community-service,60,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,He has been in the commercial and residential real estate industry with Forest City since 1951. Ratner is...,staff-draft-only
albert-b-ratner-2011,Albert B. Ratner,2011,life-work,62,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,"In the company’s hometown of Cleveland, Ratner was the driving force behind Forest City’s dramatic redevelopment of the...",staff-draft-only
albert-b-ratner-2011,Albert B. Ratner,2011,education,76,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,Ratner has always been involved in local activities. He is currently an honorary trustee of Shoes & Clothes...,staff-draft-only
albert-b-ratner-2011,Albert B. Ratner,2011,community-service,36,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,"Nationally, he is on the board of governors of the Henry M. Jackson Foundation and is an honorary...",staff-draft-only
albert-b-ratner-2011,Albert B. Ratner,2011,education,54,https://clevelandinternationalhalloffame.com/albert-b-ratner-2011/,"Ratner is a graduate of Michigan State University, with a degree in forestry. He also holds an honorary...",staff-draft-only
alex-machaskee-2010,Alex Machaskee,2010,life-work,86,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,"Alex Machaskee is the retired Publisher, President and Chief Executive Officer of The Plain Dealer, Ohio’s largest newspaper....",staff-draft-only
alex-machaskee-2010,Alex Machaskee,2010,early-life,69,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,"Born in Warren, Ohio, Mr. Machaskee worked as a sports reporter and general assignment reporter for the Warren...",staff-draft-only
alex-machaskee-2010,Alex Machaskee,2010,life-work,121,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,Mr. Machaskee has been presented with numerous awards throughout his career because of his commitment and leadership in...,staff-draft-only
alex-machaskee-2010,Alex Machaskee,2010,education,157,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,Mr. Machaskee is on the executive committee of the Musical Arts Association of the Cleveland Orchestra and Chairman...,staff-draft-only
alex-machaskee-2010,Alex Machaskee,2010,life-work,34,https://clevelandinternationalhalloffame.com/alex-machaskee-2010/,"Currently, Mr. Machaskee is President of Alex Machaskee and Associates, LLC at Key Tower, 127 Public Square, Cleveland,...",staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,biographical-context,49,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,Ambassador Edward F. Crawford is the former Chairman and Chief Executive Officer of Park-Ohio Holdings Corp. (NASDAQ Symbol...,staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,recognition,53,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,"Crawford’s grandparents both emigrated from Cork. His grandmother, Catherine McCarthy, was from New Market, Boherbue. His grandfather Healy...",staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,early-life,71,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,In 1948 his electrician father bundled his wife and three sons up and off they headed to sunny...,staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,community-service,73,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,"Mr. Crawford is committed to a balanced life of commercial activity, civic responsibility and political action. For example,...",staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,community-service,78,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,A couple weeks after first witnessing the deterioration he saw some volunteers working in the Irish Garden as...,staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,life-work,50,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,One particular jewel is the massive fountain in the garden. While in Dublin on business he saw a...,staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,early-life,39,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,“I grew up with the Lennon family and they have never sought any public recognition in any way.”...,staff-draft-only
ambassador-edward-f-crawford-2024,Ambassador Edward F. Crawford,2024,community-service,32,https://clevelandinternationalhalloffame.com/inductees/ambassador-edward-f-crawford/,"In 2012, Edward Crawford hosted the Taoiseach of Ireland, Enda Kenny along with Ambassador Michael Collins , Consul...",staff-draft-only
anda-cook-2022,Anda Cook,2022,early-life,61,https://clevelandinternationalhalloffame.com/anda-cook/,"Anda Cook was born in Riga, capitol of Latvia, but when she was 9 years old, left with...",staff-draft-only
anda-cook-2022,Anda Cook,2022,early-life,108,https://clevelandinternationalhalloffame.com/anda-cook/,"After intensive screening and tests, Anda and family were allowed to come to the United States, arriving in...",staff-draft-only
anda-cook-2022,Anda Cook,2022,early-life,127,https://clevelandinternationalhalloffame.com/anda-cook/,"As family circumstances changed, in 1955 Anda and family came to Cleveland. She did not know a soul,...",staff-draft-only
anda-cook-2022,Anda Cook,2022,early-life,97,https://clevelandinternationalhalloffame.com/anda-cook/,"While staying home for 14 years raising their family, daughters Lisa and Inta and son John, she started...",staff-draft-only
anda-cook-2022,Anda Cook,2022,community-service,55,https://clevelandinternationalhalloffame.com/anda-cook/,"Returning to work, she joined a newly established fair housing organization, The Cuyahoga Plan, Inc., where she stayed...",staff-draft-only
anda-cook-2022,Anda Cook,2022,education,78,https://clevelandinternationalhalloffame.com/anda-cook/,"In 1990 she was invited to become executive director of Living in Cleveland Center, Inc. An organization that...",staff-draft-only
anda-cook-2022,Anda Cook,2022,life-work,97,https://clevelandinternationalhalloffame.com/anda-cook/,"Among the many volunteer activities, Anda has served as Foreperson of the Cuyahoga County Grand Jury, has served...",staff-draft-only
anda-cook-2022,Anda Cook,2022,life-work,71,https://clevelandinternationalhalloffame.com/anda-cook/,"She was a member of the group that worked to establish the Latvian Cultural Garden, and served as...",staff-draft-only
andy-chakalis-2026,Andy Chakalis,2026,education,67,https://clevelandinternationalhalloffame.com/andy-chakalis/,"A native Clevelander, Andrew Chakalis attended Brush High School and Case Western Reserve University, where his Italian language...",staff-draft-only
andy-chakalis-2026,Andy Chakalis,2026,education,86,https://clevelandinternationalhalloffame.com/andy-chakalis/,"Upon returning to Cleveland in 1970, Chakalis worked in product development and design before joining The Cleveland Museum...",staff-draft-only
andy-chakalis-2026,Andy Chakalis,2026,education,193,https://clevelandinternationalhalloffame.com/andy-chakalis/,"Chakalis managed a collection of over 16,000 artworks used for educational programs covering all media and eras of...",staff-draft-only
andy-chakalis-2026,Andy Chakalis,2026,early-life,94,https://clevelandinternationalhalloffame.com/andy-chakalis/,"In the late 1980s, Chakalis and Department volunteer Mrs. Helen Collis were asked by the CMA Board to...",staff-draft-only
andy-chakalis-2026,Andy Chakalis,2026,community-service,60,https://clevelandinternationalhalloffame.com/andy-chakalis/,"He received a Proclamation from the City of Brook Park for preserving the Greek experience in Northeastern Ohio,...",staff-draft-only
andy-fedynsky-2026,Andy Fedynsky,2026,early-life,69,https://clevelandinternationalhalloffame.com/andy-fedynsky/,"Andy Fedynsky was born in 1947 in Innsbruck, Austria to Ukrainian refugee parents who had fled communist tyranny....",staff-draft-only
andy-fedynsky-2026,Andy Fedynsky,2026,education,144,https://clevelandinternationalhalloffame.com/andy-fedynsky/,After graduating from the University of Notre Dame where he spent a year abroad at the University of...,staff-draft-only
andy-fedynsky-2026,Andy Fedynsky,2026,education,123,https://clevelandinternationalhalloffame.com/andy-fedynsky/,This activism led him to work on Capitol Hill in 1978 as foreign policy advisor to Senator Bob...,staff-draft-only
andy-fedynsky-2026,Andy Fedynsky,2026,education,73,https://clevelandinternationalhalloffame.com/andy-fedynsky/,"Over the past 30 plus years, Andy has taken the Museum to a new chapter-from a worn-out wood...",staff-draft-only
andy-fedynsky-2026,Andy Fedynsky,2026,education,89,https://clevelandinternationalhalloffame.com/andy-fedynsky/,"Andy was a long-time columnist for the Ukrainian Weekly newspaper, taught courses on Ukrainian history at The Ohio...",staff-draft-only
andy-fedynsky-2026,Andy Fedynsky,2026,community-service,58,https://clevelandinternationalhalloffame.com/andy-fedynsky/,"Andy recognizes the US as a nation of immigrants, with Ukrainians constituting a significant part of the ethnic...",staff-draft-only
anthony-yen-yan-yuan-tai-2012,Anthony Yen (Yan Yuan Tai),2012,life-work,43,https://clevelandinternationalhalloffame.com/anthony-yen-2012/,Anthony Yen (Yan Yuan Tai) is an internationally recognized expert in business and trade. His work with the...,staff-draft-only
anthony-yen-yan-yuan-tai-2012,Anthony Yen (Yan Yuan Tai),2012,life-work,38,https://clevelandinternationalhalloffame.com/anthony-yen-2012/,"• Advisor to Chairman Chung Se Yung, Hyundai Business Group 1990 -1996 • Advisor to Caspar Weinberger, Chairman,...",staff-draft-only
anthony-yen-yan-yuan-tai-2012,Anthony Yen (Yan Yuan Tai),2012,biographical-context,33,https://clevelandinternationalhalloffame.com/anthony-yen-2012/,"“Invest in USA 2004 ” Conference, Beijing and Shanghai China Organized by Ministry of Commerce, People’s Republic of...",staff-draft-only
anthony-yen-yan-yuan-tai-2012,Anthony Yen (Yan Yuan Tai),2012,recognition,32,https://clevelandinternationalhalloffame.com/anthony-yen-2012/,"• 2000 Foreign Commercial Officer Assessment Panel, Department of Commerce (Appointed by Secretary of Commerce) • . •...",staff-draft-only
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,2016,early-life,48,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,"Charles A. Andre de la Porte , or Arnie de la Porte as he is known, was born...",staff-draft-only
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,2016,life-work,67,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,After his nautical career he became very active in international business first in Shell and later as Sales...,staff-draft-only
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,2016,recognition,74,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,Arnie de la Porte was inducted into the 2016 Class of the Cleveland International Hall of Fame on...,staff-draft-only
atul-mehta-2018,Atul Mehta,2018,education,36,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,Dr. Atul C. Mehta is a world-renowned pulmonary clinician and academic authority/teacher with a strong track record of...,staff-draft-only
atul-mehta-2018,Atul Mehta,2018,education,37,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,He has been a dedicated citizen and community builder for over 36 years. As a physician and as...,staff-draft-only
atul-mehta-2018,Atul Mehta,2018,community-service,59,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,Dr. Mehta has been a liaison between the international patients requiring specialized medical care and the lung transplant...,staff-draft-only
atul-mehta-2018,Atul Mehta,2018,education,67,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,Dr. Mehta played a key role in the turnaround of Cleveland Clinic’s Abu Dhabi hospital as Chief Medical...,staff-draft-only
atul-mehta-2018,Atul Mehta,2018,biographical-context,96,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,"He propelled the Clinic into the global vanguard of pulmonary treatment through first-of-their-kind surgical procedures, establishment of interventional...",staff-draft-only
atul-mehta-2018,Atul Mehta,2018,early-life,56,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,"Dr. Mehta helped cement the leadership and reputation of the Clinic in pulmonary medicine through scores of publications,...",staff-draft-only
atul-mehta-2018,Atul Mehta,2018,education,79,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,"Dr. Mehta served as Director of the Center for International Medical Education (two years), oversaw $1 million budget...",staff-draft-only
atul-mehta-2018,Atul Mehta,2018,life-work,64,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,"As a President, Dr. Mehta played an indispensable leadership role in winning host status for Cleveland, organizing and...",staff-draft-only
august-pust-2010,August Pust,2010,life-work,122,https://clevelandinternationalhalloffame.com/august-pust-2010/,"August B. Pust, during his more than thirty-year career in U.S. public service, not only coordinated multicultural relations,...",staff-draft-only
august-pust-2010,August Pust,2010,education,55,https://clevelandinternationalhalloffame.com/august-pust-2010/,For his efforts he received many commendations and was named in 2002 “Citizen Diplomat” by the National Council...,staff-draft-only
august-pust-2010,August Pust,2010,biographical-context,32,https://clevelandinternationalhalloffame.com/august-pust-2010/,Presently he is serving on the Board of Trustees of the Council of International Programs USA and in...,staff-draft-only
august-pust-2010,August Pust,2010,early-life,40,https://clevelandinternationalhalloffame.com/august-pust-2010/,"Born 1938 in Ljubljana, the capital city of Slovenia. Arrived in New York City Harbor, USA, as student/visitor...",staff-draft-only
august-pust-2010,August Pust,2010,life-work,115,https://clevelandinternationalhalloffame.com/august-pust-2010/,August B. Pust built a distinguished career not only in his profession as artist/graphic designer/manager and art director...,staff-draft-only
august-pust-2010,August Pust,2010,biographical-context,77,https://clevelandinternationalhalloffame.com/august-pust-2010/,Mr. Pust served on the U.S. Bicentennial Projects Committee and was a founding member of the Greater Cleveland...,staff-draft-only
august-pust-2010,August Pust,2010,community-service,69,https://clevelandinternationalhalloffame.com/august-pust-2010/,Mr. Pust was involved in a special project for bringing the 2004 International Children’s Games to USA –...,staff-draft-only
august-pust-2010,August Pust,2010,life-work,68,https://clevelandinternationalhalloffame.com/august-pust-2010/,Mr. Pust is the recipient of many citations and awards in recognition of his work. Included among the...,staff-draft-only
basil-russo-2017,Basil Russo,2017,life-work,44,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"Basil M. Russo is the National President of the Order Italian Sons and Daughters of America (ISDA), having...",staff-draft-only
basil-russo-2017,Basil Russo,2017,life-work,82,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"Under Basil’s leadership the ISDA’s new website and Facebook page have, in just 18 months, developed a following...",staff-draft-only
basil-russo-2017,Basil Russo,2017,community-service,88,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"Due to his success in reenergizing the ISDA, Basil was offered a seat on the Board of Directors...",staff-draft-only
basil-russo-2017,Basil Russo,2017,biographical-context,33,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"Basil now holds leadership positions in three prominent Italian American organizations in the United States, and as such,...",staff-draft-only
basil-russo-2017,Basil Russo,2017,early-life,135,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"At the local level, Basil has a long history of involvement with the Italian American community. He serves...",staff-draft-only
basil-russo-2017,Basil Russo,2017,life-work,97,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,"As a native Clevelander, Basil ’s career has been as varied as it is impressive. He has served...",staff-draft-only
basil-russo-2017,Basil Russo,2017,early-life,92,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,Basil and his wife Patricia have served as chairpersons of the Advisory Committee to the Department of Marriage...,staff-draft-only
basil-russo-2017,Basil Russo,2017,biographical-context,36,https://clevelandinternationalhalloffame.com/inductees-europe/basil-russo/,Basil Russo was inducted into the 2017 Class of the Cleveland International Hall of Fame on the evening...,staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,early-life,59,https://clevelandinternationalhalloffame.com/berj-shakarian/,"As a young man, Berj A. Shakarian arrived in the United States in 1961. He came with his...",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,biographical-context,75,https://clevelandinternationalhalloffame.com/berj-shakarian/,"Following graduation, Berj worked as a designer in the City of Cleveland’s Division of Design and Construction. In...",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,education,54,https://clevelandinternationalhalloffame.com/berj-shakarian/,"However, retirement never really happened to Berj. He accepted a position at John Carroll University as Architect/Project Manager,...",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,community-service,61,https://clevelandinternationalhalloffame.com/berj-shakarian/,"Even today, as his son told us, “My father, Berj stands out the most, because his vision goes...",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,biographical-context,46,https://clevelandinternationalhalloffame.com/berj-shakarian/,"He has worked with many prominent Clevelanders over the years, including mayors Carl B. Stokes and George V....",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,community-service,69,https://clevelandinternationalhalloffame.com/berj-shakarian/,"He not only designed the Armenian Cultural Garden , but he also served on the board of the...",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,education,35,https://clevelandinternationalhalloffame.com/berj-shakarian/,"Berj has been married for almost 49 year to his wife, Carol, whom he met on the Rapid...",staff-draft-only
berj-shakarian-2020,Berj Shakarian,2020,community-service,49,https://clevelandinternationalhalloffame.com/berj-shakarian/,"As you know, Covid-19 forced the always sold out induction ceremonies to be cancelled in 2020 and 2021...",staff-draft-only
beverly-kerecman-2025,Beverly Kerecman,2025,early-life,54,https://clevelandinternationalhalloffame.com/beverly-kerecman/,"Beverly Haru Hashiguchi was born in Cleveland, Ohio and graduated from Cleveland Heights High School. She earned her...",staff-draft-only
beverly-kerecman-2025,Beverly Kerecman,2025,early-life,155,https://clevelandinternationalhalloffame.com/beverly-kerecman/,Beverly’s grandparents immigrated to the United States in the early 1900’s with dreams of a good life in...,staff-draft-only
beverly-kerecman-2025,Beverly Kerecman,2025,education,107,https://clevelandinternationalhalloffame.com/beverly-kerecman/,"Beverly joined the ShoJoJi Japanese Dancers during her youth. About a decade earlier, the dance group was formed...",staff-draft-only
beverly-kerecman-2025,Beverly Kerecman,2025,community-service,52,https://clevelandinternationalhalloffame.com/beverly-kerecman/,"Since 1945, the Cleveland Buddhist Church held Obon services which included folk dancing. The annual Obon event honors...",staff-draft-only
beverly-kerecman-2025,Beverly Kerecman,2025,life-work,94,https://clevelandinternationalhalloffame.com/beverly-kerecman/,"Beverly served as an officer for the Cleveland Japanese American Citizens League, JACL, and the Junior Japanese American...",staff-draft-only
beverly-kerecman-2025,Beverly Kerecman,2025,education,111,https://clevelandinternationalhalloffame.com/beverly-kerecman/,Beverly’s profession is an intervention specialist. She has retired from teaching students from preschool to high school in...,staff-draft-only
bill-miller-2017,Bill Miller,2017,life-work,81,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,You would be hard-pressed to find anybody in this world who was more fascinated by and curious about...,staff-draft-only
bill-miller-2017,Bill Miller,2017,community-service,73,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,"To understand William, know this: upon meeting somebody for the first time he would invariably ask, “What is...",staff-draft-only
bill-miller-2017,Bill Miller,2017,biographical-context,78,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,His commitment to understanding and enlightening others about the people of Northeast Ohio’s ethnic neighborhoods carried him far...,staff-draft-only
bill-miller-2017,Bill Miller,2017,biographical-context,43,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,William’s columns and feature stories earned him the admiration and affection of Clevelanders. His vivid prose guided readers...,staff-draft-only
bill-miller-2017,Bill Miller,2017,early-life,111,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,"William was born in 1935 in the blue-collar town of New Kensington, Pennsylvania, to a mother with Polish...",staff-draft-only
bill-miller-2017,Bill Miller,2017,early-life,124,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,"Returning stateside two years later, William eagerly enrolled at Kent State University to proudly become the first in...",staff-draft-only
bill-miller-2017,Bill Miller,2017,biographical-context,63,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,"The journalist retired in 2001, leaving the articles for others to write, but remaining in close touch with...",staff-draft-only
bill-miller-2017,Bill Miller,2017,community-service,99,https://clevelandinternationalhalloffame.com/inductees-europe/bill-miller/,"William received nearly 100 journalistic and civic awards, was nominated for a Pulitzer Prize for his foreign reporting...",staff-draft-only
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,early-life,43,https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,"The Most Reverend (Anthony) Edward Pevec was born in Cleveland, OH on April 16,1925. He was ordained a...",staff-draft-only
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,education,50,https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,He attended St. Vitus Elementary School and then Cathedral Latin High School. He went on to Sacred Heart...,staff-draft-only
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,education,59,https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,"He was assigned to St. Mary Church, Elyria, OH, Associate Pastor: 1950-1952, St. Lawrence Church, Cleveland, OH, Associate...",staff-draft-only
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,education,73,https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,• Priests’ Committee for Promotion of Vocations Clergy Relations Board • Clergy Personnel Board Task Force on Catholic...,staff-draft-only
bishop-a-edward-pevec-2013,Bishop A. Edward Pevec,2013,biographical-context,41,https://clevelandinternationalhalloffame.com/bishop-a-edward-pevec-2013/,• Slovenian Man of the Year • St. Vitus Hall of Fame • Wickliffe Man of the Year...,staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,early-life,48,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"Anthony Michael Pilla, the son of Italian immigrants, was born in Cleveland and was educated in public schools...",staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,education,42,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"His preparation was completed at Saint Mary Seminary, Cleveland, and he was ordained to the priesthood on May...",staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,education,51,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"Bishop Pilla was Associate Pastor of St. Bartholomew Parish, Middleburg Heights, Ohio from 1959 to 1960 and then...",staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,biographical-context,39,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"Pope John Paul II announced his choice of Father Pilla as Auxiliary Bishop of Cleveland on June 30,...",staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,life-work,33,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,For three years Bishop Pilla served as Vice President of the National Conference of Catholic Bishops (NCCB) and...,staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,community-service,53,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"Bishop Pilla took seriously the challenge to be a messenger of God to our world, in our time....",staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,biographical-context,44,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,"He was, and still is, a living model of a Servant Leader – one who demonstrates the values,...",staff-draft-only
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,biographical-context,42,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,Bishop Pilla was inducted into the 2015 Class of the Cleveland International Hall of Fame on the evening...,staff-draft-only
branka-malinar-2025,Branka Malinar,2025,early-life,85,https://clevelandinternationalhalloffame.com/branka-malinar/,"Branka Malinar was born in Popovec, Croatia in 1941. At the age of four, the family fled the...",staff-draft-only
branka-malinar-2025,Branka Malinar,2025,education,125,https://clevelandinternationalhalloffame.com/branka-malinar/,Branka was a bright young girl who by the age of 10 learned three languages. She attended St....,staff-draft-only
