inducteeId,inducteeName,classYear,youtubeVideoId,assignment,confidence,alreadyPresent,sourcePageUrl,needsRightsReview
valarie-mccall-2020,Valarie McCall,2020,tB2FCpsakkA,profile-page-embed,0.88,true,https://clevelandinternationalhalloffame.com/valarie-mccall/,true
veronica-dahlberg-2024,Veronica Dahlberg,2024,P34omi5XUiY,profile-page-embed,0.88,true,https://clevelandinternationalhalloffame.com/inductees/veronica-dahlberg/,true
victor-ruiz-2022,Victor Ruiz,2022,b9-AD6gYt14,profile-page-embed,0.88,true,https://clevelandinternationalhalloffame.com/victor-ruiz/,true
wael-khoury-2017,Wael Khoury,2017,OAZ7t2i1W10,profile-page-embed,0.88,true,https://clevelandinternationalhalloffame.com/inductees-asia/wael-khoury/,true
abby-mina-2018,Abby Mina,2018,1KFtDD1w3lg,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-asia/abby-mina/,true
abby-mina-2018,Abby Mina,2018,0KJhQyWFjDI,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-asia/abby-mina/,true
abby-mina-2018,Abby Mina,2018,FwV6dXkUhnc,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-asia/abby-mina/,true
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,2016,jXo9xEwZ4JQ,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,true
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,2016,QEdXti9t8jE,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,true
arnie-de-la-porte-2016-2016,Arnie de la Porte – 2016,2016,hmsfn1_1Kpg,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/arnie-de-la-porte-2016/,true
atul-mehta-2018,Atul Mehta,2018,4pafixyd1zU,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,true
atul-mehta-2018,Atul Mehta,2018,EATzGX8chuI,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-asia/atul-mehta/,true
berj-shakarian-2020,Berj Shakarian,2020,Engy3m5Efcc,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/berj-shakarian/,true
berj-shakarian-2020,Berj Shakarian,2020,2KBxzdgiqJM,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/berj-shakarian/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,PpXIVZKq49U,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,true
bishop-anthony-pilla-2015,Bishop Anthony Pilla,2015,KMVo49Zi-94,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/bishop-anthony-pilla-2015/,true
carolyn-balogh-2016-2016,Carolyn Balogh – 2016,2016,O-r4oYPcUYc,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/carolyn-balogh-2016/,true
carolyn-balogh-2016-2016,Carolyn Balogh – 2016,2016,qzHokEDkXQc,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/carolyn-balogh-2016/,true
carolyn-balogh-2016-2016,Carolyn Balogh – 2016,2016,e_C-YpIWjt8,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/carolyn-balogh-2016/,true
dick-pogue-2015,Dick Pogue,2015,7MkiB5FNQ_g,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/richard-pogue-2015/,true
dick-pogue-2015,Dick Pogue,2015,qtbU6qlpxRE,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/richard-pogue-2015/,true
dick-russ-2015,Dick Russ,2015,ivlrvgM81r8,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/dick-russ-2015/,true
dick-russ-2015,Dick Russ,2015,xJ9n1QOUafg,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/dick-russ-2015/,true
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,7LmK-_kcUJs,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,true
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,IbJbwBpHWgs,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,true
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,Tsl-t9x0Ub0,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,true
eugenia-stolarczyk-2016-2016,Eugenia Stolarczyk – 2016,2016,uw_NYpsccxM,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/eugenia-stolarczyk-2016/,true
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,7Jj4sizisoM,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,true
honorable-jose-a-villanueva-2015,Honorable José A. Villanueva,2015,i5FJexABnHI,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/honorable-jose-a-villanueva-2015/,true
jack-kahl-2016,Jack Kahl,2016,L0fLgzezWTw,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,true
jack-kahl-2016,Jack Kahl,2016,dW7qMIULLko,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,true
jack-kahl-2016,Jack Kahl,2016,eKdfG3zz9Os,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/jack-kahl-2016/,true
khalid-samad-2016-2016,Khalid Samad – 2016,2016,YT9DTiZdJpQ,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/khalid-samad-2016/,true
khalid-samad-2016-2016,Khalid Samad – 2016,2016,kkjaaUZr2ps,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/khalid-samad-2016/,true
khalid-samad-2016-2016,Khalid Samad – 2016,2016,mqCQvmZsu88,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/khalid-samad-2016/,true
may-chen-2020,May Chen,2020,yxyHzJyqYt0,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/may-chen/,true
may-chen-2020,May Chen,2020,QDE5BVEyNKg,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/may-chen/,true
mohan-bafna-2016,Mohan Bafna,2016,KuSMhQ_yG_k,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,true
mohan-bafna-2016,Mohan Bafna,2016,KAhoZMRbZnA,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,true
mohan-bafna-2016,Mohan Bafna,2016,iX7-ecPZvy4,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/mohan-bafna-2016/,true
ralph-perk-jr-2018,Ralph Perk Jr.,2018,QxG7VrfKyXo,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,true
ralph-perk-jr-2018,Ralph Perk Jr.,2018,8CPuLovefwA,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-europe/ralph-perk-jr/,true
ramesh-shah-2020,Ramesh Shah,2020,fEHO9Uwgb9g,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,2020,-5gDFAKdaXM,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/ramesh-shah/,true
ramesh-shah-2020,Ramesh Shah,2020,0voVPcRDeyU,profile-page-embed,0.72,false,https://clevelandinternationalhalloffame.com/inductees/ramesh-shah/,true
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,qCjr03YRJR0,profile-page-embed,0.72,false,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,true
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,kBr4SVfZ_Ec,profile-page-embed,0.72,false,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,true
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,ix03H0nVr4g,profile-page-embed,0.72,false,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,true
rev-mikhail-mikhail-2016,Rev. Mikhail Mikhail,2016,OBuRGUXC-Cw,profile-page-embed,0.72,false,https://clevelandinternationalhalloffame.com/reverend-mikhail-mikhail-2016/,true
richard-a-ganim-2015,Richard A. Ganim,2015,M384Uvg0bh8,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/richard-ganim-2015/,true
richard-a-ganim-2015,Richard A. Ganim,2015,kofOH1CYKBQ,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/richard-ganim-2015/,true
sheila-murphy-crawford-2018,Sheila Murphy Crawford,2018,nC0wST9j-J0,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,true
sheila-murphy-crawford-2018,Sheila Murphy Crawford,2018,i-iB8SADV8Q,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-europe/sheila-murphy-crawford/,true
shiv-k-aggarwal-2015,Shiv K. Aggarwal,2015,tX9BPpgJ_3w,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/shiv-k-aggarwal-2015/,true
shiv-k-aggarwal-2015,Shiv K. Aggarwal,2015,-2OMPdY2pfw,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/shiv-k-aggarwal-2015/,true
sister-alicia-alvarado-2018,Sister Alicia Alvarado,2018,9e7DWWD6_l0,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-south-america/sister-alicia-alvarado/,true
sister-alicia-alvarado-2018,Sister Alicia Alvarado,2018,soPrjwdQWfw,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/inductees-south-america/sister-alicia-alvarado/,true
steve-mulloy-2015,Steve Mulloy,2015,nINk_D8bi54,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/steve-mulloy-2015/,true
steve-mulloy-2015,Steve Mulloy,2015,GDfhVKV-PfY,profile-page-embed,0.72,true,https://clevelandinternationalhalloffame.com/steve-mulloy-2015/,true
dona-brady-2024,Dona Brady,2024,P34omi5XUiY,class-or-ceremony-page-mention,0.48,true,https://clevelandinternationalhalloffame.com/2024-inductions/,true
dr-eugene-jordan-2024,Dr. Eugene Jordan,2024,P34omi5XUiY,class-or-ceremony-page-mention,0.48,true,https://clevelandinternationalhalloffame.com/2024-inductions/,true
erika-puussaar-2024,Erika Puussaar,2024,P34omi5XUiY,class-or-ceremony-page-mention,0.48,true,https://clevelandinternationalhalloffame.com/2024-inductions/,true
johnny-k-wu-2024,Johnny K. Wu,2024,P34omi5XUiY,class-or-ceremony-page-mention,0.48,true,https://clevelandinternationalhalloffame.com/2024-inductions/,true
veronica-dahlberg-2024,Veronica Dahlberg,2024,P34omi5XUiY,class-or-ceremony-page-mention,0.48,true,https://clevelandinternationalhalloffame.com/2024-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,2026,Pyty_Fo8cFs,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,2026,eWsy8Ctigm0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,2026,e-wqDqAmYP8,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
aklilu-demessie-2026,Aklilu Demessie,2026,_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
aklilu-demessie-2026,Aklilu Demessie,2026,MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
akram-boutros-2019,Akram Boutros,2019,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
akram-boutros-2019,Akram Boutros,2019,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
akram-boutros-2019,Akram Boutros,2019,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
akram-boutros-2019,Akram Boutros,2019,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
akram-boutros-2019,Akram Boutros,2019,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
akram-boutros-2019,Akram Boutros,2019,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
albert-b-ratner-2011,Albert B. Ratner,2011,A_IJEnnuyYg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
albert-b-ratner-2011,Albert B. Ratner,2011,rlg546_0pC4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2011/,true
alex-machaskee-2010,Alex Machaskee,2010,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
alex-machaskee-2010,Alex Machaskee,2010,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
alex-machaskee-2010,Alex Machaskee,2010,yR18WkgJ_tQ,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,7im99WF6Sfw,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,DhCiFpCsGFk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,RImDK_lpjFM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,EtHbvT_s4NY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,ynzDfs0graM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,lF42eHsGdFc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2023-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,Ssb2SQ6HPoo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,vwTIgQpdBEo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,w2Xq5luKGCU,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,lHHN_zd8O8k,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,_ifygk1bw5Q,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,eCOSePkWnFY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2019-induction-ceremony/,true
alex-machaskee-2010,Alex Machaskee,2010,b3EUjRTsbQI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,2010,a0gi3EmNU00,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2012/,true
alex-machaskee-2010,Alex Machaskee,2010,Do7atH9353s,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
alex-machaskee-2010,Alex Machaskee,2010,jE7WSnYhKN0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/induction-class-2010/,true
anda-cook-2022,Anda Cook,2022,I133bhcNqgo,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
anda-cook-2022,Anda Cook,2022,P34omi5XUiY,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2024-details/,true
anda-cook-2022,Anda Cook,2022,_JXBIYSnWB0,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,YDThFb2kPdA,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,zWJEroGvQUg,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,EfAP31kBlsM,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,XrKxMkfQALI,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,ovFsNwqqQNc,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,36YHkoqo-Fk,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,EZ92Q341gm4,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
anda-cook-2022,Anda Cook,2022,MzvxeSsag0w,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2020-2022-induction-ceremony/,true
andy-chakalis-2026,Andy Chakalis,2026,Pyty_Fo8cFs,class-or-ceremony-page-mention,0.32,false,https://clevelandinternationalhalloffame.com/2026-class-and-inductions/,true
